id,trim,subTrim,condition,isOneOwner,mileage,age,color,disp_cont,fuel,state,region,soundSystem,wheelType,wheelSize,featureCount, price 
2,320,unsp,Used,False,129948,21,Gold,3.2,Gasoline,PA,Mid,Premium,Alloy,unsp,26," $6,595.00 "
4,320,unsp,Used,False,140428,19,White,3.2,Gasoline,NY,Mid,Bose,Alloy,unsp,22," $7,993.00 "
7,420,unsp,Used,False,113622,17,Silver,4.2,Gasoline,NJ,Mid,unsp,Alloy,unsp,24," $5,995.00 "
8,420,unsp,Used,False,167673,17,Silver,4.2,Gasoline,GA,SoA,unsp,Alloy,unsp,24," $3,000.00 "
11,500,unsp,Used,False,63457,19,Silver,5,Gasoline,CO,Mtn,Alpine,Alloy,20,23," $14,975.00 "
13,430,unsp,Used,False,82419,14,White,4.3,Gasoline,NJ,Mid,Bose,Alloy,16,35," $7,400.00 "
17,430,unsp,Used,False,101264,16,White,4.3,Gasoline,FL,SoA,unsp,unsp,unsp,6," $10,850.00 "
18,430,unsp,Used,False,110651,15,Black,4.3,Gasoline,FL,SoA,unsp,Alloy,unsp,15," $8,990.00 "
19,430,unsp,Used,False,108173,16,Silver,4.3,Gasoline,TN,ESC,Bose,unsp,unsp,40," $7,950.00 "
21,430,unsp,Used,False,187977,14,Gray,4.3,Gasoline,VA,SoA,Premium,unsp,unsp,37," $6,998.00 "
22,430,unsp,Used,False,106093,14,Silver,4.3,Gasoline,OH,ENC,Bose,unsp,unsp,45," $11,997.00 "
25,430,unsp,Used,False,129167,13,Gold,4.3,Gasoline,TX,WSC,Bose,unsp,unsp,20," $11,459.00 "
26,430,unsp,Used,False,172807,14,Gray,4.3,Gasoline,IL,ENC,Premium,Alloy,unsp,58," $4,995.00 "
27,430,unsp,Used,False,76577,12,Gray,4.3,Gasoline,NJ,Mid,unsp,Alloy,unsp,55," $10,999.00 "
29,430,unsp,Used,False,84097,13,Silver,4.3,Gasoline,MI,ENC,unsp,Alloy,unsp,73," $9,994.00 "
33,430,unsp,Used,False,143997,12,Gray,4.3,Gasoline,CO,Mtn,unsp,Alloy,unsp,53," $9,339.00 "
34,430,unsp,Used,False,125438,12,Silver,4.3,Gasoline,TX,WSC,unsp,unsp,unsp,27," $8,800.00 "
35,430,unsp,Used,False,83507,10,Blue,4.3,Gasoline,AZ,Mtn,Premium,unsp,unsp,32," $16,950.00 "
36,430,unsp,Used,False,121640,15,Blue,4.3,Gasoline,ID,Mtn,unsp,Alloy,unsp,24," $8,995.00 "
46,430,unsp,Used,False,75677,10,Black,4.3,Gasoline,NC,SoA,unsp,unsp,18,49," $23,000.00 "
47,430,unsp,Used,False,126162,16,White,4.3,Gasoline,CA,Pac,Bose,Alloy,16,45," $6,950.00 "
49,55 AMG,unsp,Used,False,120087,15,Silver,5.4,Gasoline,MA,New,Premium,Alloy,unsp,56," $9,988.00 "
50,55 AMG,unsp,Used,True,74002,13,Gold,5.4,Gasoline,TX,WSC,unsp,Alloy,unsp,49," $16,995.00 "
55,55 AMG,unsp,Used,False,71048,10,Black,5.4,Gasoline,NJ,Mid,unsp,unsp,unsp,13," $21,695.00 "
56,500,unsp,Used,False,131649,14,Black,5,Gasoline,NY,Mid,unsp,unsp,unsp,7," $4,995.00 "
57,500,unsp,Used,False,79858,13,Black,5,Gasoline,CA,Pac,unsp,Alloy,unsp,49," $12,999.00 "
62,500,unsp,Used,False,107104,13,Blue,5,Gasoline,IL,ENC,unsp,Alloy,unsp,56," $8,996.00 "
65,500,unsp,Used,False,98041,15,Black,5,Gasoline,VA,SoA,unsp,Alloy,unsp,36," $7,000.00 "
67,500,unsp,Used,False,133331,14,Beige,5,Gasoline,FL,SoA,unsp,Alloy,unsp,45," $10,988.00 "
68,500,unsp,Used,False,103411,13,Black,5,Gasoline,NY,Mid,Premium,Alloy,unsp,55," $8,998.00 "
69,500,unsp,Used,False,147045,12,Black,5,Gasoline,GA,SoA,unsp,unsp,unsp,0," $8,780.00 "
71,500,unsp,Used,False,67955,10,Black,5,Gasoline,TN,ESC,Bose,Alloy,unsp,66," $17,481.00 "
72,500,unsp,Used,False,101000,10,Silver,5,Gasoline,MS,ESC,unsp,unsp,unsp,0," $19,999.00 "
73,500,unsp,Used,False,70330,13,Black,5,Gasoline,KS,WNC,unsp,Alloy,unsp,50," $11,495.00 "
74,500,unsp,Used,False,66174,16,Silver,5,Gasoline,NY,Mid,Bose,Alloy,unsp,39," $8,995.00 "
76,500,unsp,Used,False,141499,14,Beige,5,Gasoline,OH,ENC,unsp,Alloy,unsp,43," $5,995.00 "
77,500,unsp,Used,False,111971,12,Black,5,Gasoline,TX,WSC,unsp,Alloy,unsp,52," $12,888.00 "
79,500,unsp,Used,False,99273,16,Silver,5,Gasoline,OH,ENC,unsp,Alloy,unsp,40," $7,800.00 "
81,500,unsp,Used,False,149960,13,Black,5,Gasoline,PA,Mid,Bose,unsp,unsp,45," $5,995.00 "
82,500,unsp,Used,False,113020,15,Gray,5,Gasoline,CA,Pac,Bose,Premium,unsp,46," $9,995.00 "
83,500,unsp,Used,False,75720,14,Black,5,Gasoline,NC,SoA,unsp,unsp,unsp,42," $11,991.00 "
84,500,unsp,Used,False,155229,14,Black,5,Gasoline,NC,SoA,unsp,Alloy,unsp,51," $7,995.00 "
85,500,unsp,Used,False,107333,15,Black,5,Gasoline,GA,SoA,unsp,Alloy,unsp,26," $10,500.00 "
86,500,unsp,Used,False,119356,13,Black,5,Gasoline,GA,SoA,unsp,unsp,unsp,37," $9,992.00 "
87,500,unsp,Used,False,77985,16,Black,5,Gasoline,FL,SoA,Premium,Alloy,unsp,42," $6,995.00 "
89,600,unsp,Used,False,7009,15,Gray,5.8,Gasoline,PA,Mid,unsp,Alloy,unsp,30," $21,988.00 "
90,600,unsp,Used,False,179567,14,Silver,5.8,Gasoline,NC,SoA,unsp,Alloy,unsp,75," $6,992.00 "
92,430,unsp,Used,False,69903,10,Black,4.3,Gasoline,MA,New,unsp,unsp,unsp,11," $15,995.00 "
94,430,unsp,Used,False,188321,13,Silver,4.3,Gasoline,IN,ENC,unsp,Alloy,unsp,50," $8,914.00 "
96,430,unsp,Used,False,107480,10,unsp,4.3,Gasoline,KY,ESC,unsp,Alloy,unsp,49," $12,950.00 "
97,430,unsp,Used,False,112732,12,White,4.3,Gasoline,MD,SoA,Bose,Alloy,unsp,70," $11,960.00 "
98,430,unsp,Used,False,99820,11,Silver,4.3,Gasoline,GA,SoA,unsp,Alloy,unsp,35," $12,999.00 "
99,430,unsp,Used,False,119621,11,Silver,4.3,Gasoline,OH,ENC,unsp,Alloy,unsp,70," $13,991.00 "
102,430,unsp,Used,False,71377,13,Blue,4.3,Gasoline,MD,SoA,Premium,unsp,unsp,38," $11,950.00 "
107,500,unsp,Used,False,109108,13,Black,5,Gasoline,PA,Mid,unsp,unsp,unsp,9," $12,995.00 "
108,550,unsp,Used,False,56290,9,Black,5.5,Gasoline,NC,SoA,unsp,unsp,unsp,0," $29,481.00 "
109,550,unsp,Used,False,85201,9,Black,5.5,Gasoline,FL,SoA,unsp,unsp,unsp,0," $23,492.00 "
110,550,unsp,Used,True,16894,9,Black,5.5,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,60," $35,822.00 "
112,550,unsp,CPO,False,53330,7,Black,5.5,Gasoline,AZ,Mtn,Harman Kardon,unsp,unsp,30," $39,991.00 "
113,550,unsp,Used,False,14968,7,Black,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,0," $49,910.00 "
114,550,unsp,Used,False,66400,9,Silver,5.5,Gasoline,TX,WSC,Premium,Alloy,unsp,41," $28,900.00 "
117,550,unsp,Used,False,103557,9,Black,5.5,Gasoline,GA,SoA,Harman Kardon,unsp,unsp,69," $25,998.00 "
118,550,unsp,Used,False,70011,9,Silver,5.5,Gasoline,FL,SoA,Premium,Alloy,unsp,57," $37,991.00 "
119,550,unsp,Used,False,109431,8,White,5.5,Gasoline,GA,SoA,Bose,unsp,unsp,99," $27,495.00 "
120,550,unsp,Used,False,60000,9,White,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,0," $24,900.00 "
121,550,unsp,CPO,False,45175,7,White,5.5,Gasoline,FL,SoA,unsp,unsp,unsp,2," $45,900.00 "
122,550,unsp,Used,False,66000,9,Black,5.5,Gasoline,NY,Mid,Premium,unsp,unsp,32," $36,990.00 "
123,550,unsp,Used,True,90000,9,Black,5.5,Gasoline,GA,SoA,unsp,Alloy,unsp,45," $26,977.00 "
124,550,unsp,Used,False,22537,8,White,5.5,Gasoline,AL,ESC,unsp,Alloy,unsp,43," $38,890.00 "
125,550,unsp,Used,False,88984,9,Black,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,0," $20,995.00 "
126,550,unsp,Used,False,60985,9,Silver,5.5,Gasoline,CA,Pac,unsp,Alloy,unsp,19," $28,981.00 "
127,550,unsp,Used,False,62495,8,Black,5.5,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,55," $26,500.00 "
128,550,unsp,Used,False,88301,8,Black,5.5,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,22," $28,991.00 "
131,550,unsp,Used,False,91091,7,Black,5.5,Gasoline,AZ,Mtn,Harman Kardon,Alloy,unsp,43," $27,898.00 "
133,550,unsp,CPO,False,51792,7,Silver,5.5,Gasoline,SC,SoA,Premium,Alloy,unsp,71," $41,800.00 "
134,550,unsp,Used,False,69479,9,Silver,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,17," $24,883.00 "
135,550,unsp,Used,False,83457,9,Black,5.5,Gasoline,CA,Pac,unsp,unsp,19,31," $31,999.00 "
136,550,unsp,Used,False,89511,9,Silver,5.5,Gasoline,FL,SoA,unsp,unsp,unsp,37," $18,998.00 "
140,550,unsp,Used,False,121000,9,Green,5.5,Gasoline,LA,WSC,unsp,unsp,unsp,0," $26,900.00 "
141,550,unsp,Used,False,124873,9,White,5.5,Gasoline,NJ,Mid,Harman Kardon,unsp,unsp,68," $18,525.00 "
143,550,unsp,Used,False,82289,8,Silver,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,2," $26,488.00 "
145,550,unsp,Used,False,87839,9,White,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,31," $29,995.00 "
146,550,unsp,Used,False,96841,9,Gray,5.5,Gasoline,FL,SoA,Premium,unsp,unsp,58," $21,997.00 "
147,550,unsp,Used,False,38578,9,Black,5.5,Gasoline,FL,SoA,unsp,unsp,unsp,14," $26,884.00 "
151,550,unsp,Used,False,67111,7,White,5.5,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,29," $29,994.00 "
152,550,unsp,Used,True,9239,7,Black,5.5,Gasoline,TX,WSC,unsp,unsp,unsp,4," $39,000.00 "
157,550,unsp,Used,False,113473,9,Black,5.5,Gasoline,NC,SoA,unsp,unsp,unsp,58," $28,550.00 "
159,550,unsp,Used,False,102900,9,Gray,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,0," $21,885.00 "
161,550,unsp,Used,False,67065,8,Gray,5.5,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,31," $30,995.00 "
164,550,unsp,Used,True,131621,9,Black,5.5,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,18," $19,881.00 "
166,550,unsp,Used,False,55280,8,Black,5.5,Gasoline,NC,SoA,Premium,Alloy,unsp,55," $34,999.00 "
167,550,unsp,Used,False,94700,8,Blue,5.5,Gasoline,CA,Pac,Premium,Alloy,unsp,61," $27,495.00 "
169,600,unsp,Used,True,120929,8,Silver,5.5,Gasoline,PA,Mid,unsp,Alloy,unsp,57," $28,950.00 "
171,600,unsp,Used,False,82794,8,Gray,5.5,Gasoline,AZ,Mtn,unsp,unsp,unsp,24," $34,900.00 "
172,63 AMG,unsp,Used,True,59597,8,Black,6.3,Gasoline,NJ,Mid,Harman Kardon,unsp,20,59," $44,695.00 "
176,550,unsp,Used,False,28199,6,Silver,5.5,Gasoline,TN,ESC,Premium,unsp,unsp,40," $42,625.00 "
177,550,unsp,CPO,False,30851,5,Black,5.5,Gasoline,TX,WSC,unsp,Alloy,unsp,57," $55,695.00 "
178,550,unsp,Used,False,30351,5,White,5.5,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,56," $52,888.00 "
179,550,unsp,Used,True,20425,5,Black,5.5,Gasoline,NC,SoA,Harman Kardon,Alloy,unsp,84," $58,995.00 "
181,550,unsp,Used,False,40063,6,White,5.5,Gasoline,FL,SoA,unsp,unsp,unsp,5," $43,981.00 "
182,550,unsp,Used,False,37274,6,Silver,5.5,Gasoline,AL,ESC,Harman Kardon,Alloy,18,74," $38,000.00 "
183,550,unsp,Used,False,51066,5,Black,5.5,Gasoline,GA,SoA,Harman Kardon,unsp,unsp,60," $44,999.00 "
184,550,unsp,Used,True,27942,6,White,5.5,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,88," $45,900.00 "
185,550,unsp,Used,False,59037,6,Black,5.5,Gasoline,GA,SoA,Premium,unsp,unsp,51," $39,800.00 "
187,550,unsp,Used,False,28752,5,White,5.5,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,77," $56,995.00 "
188,550,unsp,Used,False,49394,6,Black,5.5,Gasoline,FL,SoA,Premium,Alloy,unsp,67," $33,988.00 "
189,550,unsp,CPO,False,46307,6,Black,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,2," $49,888.00 "
190,550,unsp,Used,False,65096,6,Black,5.5,Gasoline,FL,SoA,unsp,unsp,unsp,0," $32,907.00 "
192,550,unsp,Used,False,24922,5,Silver,5.5,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,38," $56,971.00 "
193,550,unsp,Used,False,30714,5,Black,5.5,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,56," $45,000.00 "
194,550,unsp,CPO,False,32905,5,Black,5.5,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,73," $55,999.00 "
195,550,unsp,Used,False,56801,6,Black,5.5,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,52," $43,900.00 "
196,550,unsp,Used,True,44726,6,Black,5.5,Gasoline,AL,ESC,unsp,Alloy,unsp,35," $45,994.00 "
198,550,unsp,Used,True,32886,5,Silver,5.5,Gasoline,FL,SoA,Premium,Alloy,18,72," $38,999.00 "
199,550,unsp,CPO,False,44023,6,Silver,5.5,Gasoline,MD,SoA,Premium,Alloy,unsp,81," $41,990.00 "
201,550,unsp,Used,True,41272,6,White,5.5,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,72," $42,750.00 "
202,550,unsp,CPO,False,31167,5,Black,5.5,Gasoline,GA,SoA,Premium,Alloy,unsp,84," $48,992.00 "
203,550,unsp,CPO,False,29025,5,Black,5.5,Gasoline,GA,SoA,Premium,Alloy,unsp,109," $49,992.00 "
204,550,unsp,Used,True,53735,6,Silver,5.5,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,62," $42,499.00 "
205,550,unsp,Used,True,30325,6,Black,5.5,Gasoline,TX,WSC,unsp,unsp,unsp,58," $51,995.00 "
206,550,unsp,Used,True,27481,5,Silver,5.5,Gasoline,GA,SoA,unsp,unsp,unsp,0," $56,877.00 "
207,550,unsp,Used,False,59478,5,Black,5.5,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,22," $47,991.00 "
210,550,unsp,CPO,True,19827,4,White,4.6,Gasoline,TX,WSC,unsp,unsp,unsp,76," $64,981.00 "
211,550,unsp,New,False,9,3,Silver,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,4," $104,095.00 "
212,550,unsp,Used,True,14186,3,Black,4.6,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,68," $67,900.00 "
213,550,unsp,New,False,210,3,Silver,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,21," $102,755.00 "
214,550,unsp,Used,True,34842,4,Black,4.6,Gasoline,AL,ESC,unsp,unsp,20,41," $46,995.00 "
216,550,unsp,CPO,True,25004,3,White,4.6,Gasoline,LA,WSC,Premium,Alloy,unsp,69," $64,977.00 "
217,550,unsp,Used,False,9720,3,White,4.6,Gasoline,VA,SoA,Premium,Alloy,unsp,71," $66,899.00 "
218,550,unsp,Used,True,21171,3,Silver,4.6,Gasoline,CA,Pac,Premium,unsp,unsp,51," $56,888.00 "
219,550,unsp,CPO,True,38019,4,Black,4.6,Gasoline,AZ,Mtn,unsp,Alloy,unsp,76," $60,999.00 "
220,550,unsp,CPO,False,30047,4,Black,4.6,Gasoline,FL,SoA,Premium,Alloy,unsp,66," $59,991.00 "
221,550,unsp,Used,False,20464,3,Gray,4.6,Gasoline,FL,SoA,Premium,Alloy,unsp,71," $52,999.00 "
223,550,unsp,CPO,True,9613,4,Black,4.6,Gasoline,TX,WSC,unsp,unsp,unsp,50," $82,789.00 "
224,550,unsp,New,False,6084,3,Silver,4.6,Gasoline,GA,SoA,unsp,unsp,unsp,2," $106,395.00 "
227,550,unsp,CPO,False,23192,4,White,4.6,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,81," $66,988.00 "
228,550,unsp,Used,True,15200,4,Silver,4.6,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,66," $55,995.00 "
229,550,unsp,Used,False,9018,3,Black,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,4," $76,895.00 "
230,550,unsp,CPO,True,26118,3,Black,4.6,Gasoline,FL,SoA,Premium,Alloy,unsp,84," $61,300.00 "
231,550,unsp,Used,True,18749,4,Silver,4.6,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,77," $62,900.00 "
234,550,unsp,Used,True,6983,3,Silver,4.6,Gasoline,SC,SoA,Harman Kardon,Alloy,unsp,52," $75,800.00 "
235,550,unsp,Used,False,35939,4,White,4.6,Gasoline,NC,SoA,Harman Kardon,Alloy,unsp,74," $52,988.00 "
237,550,unsp,Used,False,15132,3,White,4.6,Gasoline,TN,ESC,Harman Kardon,unsp,unsp,51," $65,990.00 "
238,63 AMG,unsp,Used,False,53500,5,Black,5.5,Gasoline,OK,WSC,Premium,Alloy,unsp,78," $64,000.00 "
240,63 AMG,unsp,Used,False,28286,6,Black,6.3,Gasoline,MD,SoA,unsp,Alloy,unsp,81," $59,986.00 "
241,63 AMG,unsp,CPO,True,45045,6,Black,6.3,Gasoline,CA,Pac,Premium,Alloy,unsp,78," $69,888.00 "
242,63 AMG,unsp,CPO,True,39089,6,Black,6.3,Gasoline,CA,Pac,unsp,unsp,unsp,9," $69,897.00 "
243,63 AMG,unsp,Used,False,38512,6,White,6.3,Gasoline,CA,Pac,unsp,unsp,unsp,9," $72,900.00 "
244,63 AMG,unsp,CPO,False,28510,6,Black,6.3,Gasoline,CA,Pac,unsp,Alloy,unsp,79," $66,970.00 "
247,550,unsp,Used,False,107000,9,White,5.5,Gasoline,FL,SoA,Premium,Alloy,unsp,45," $21,900.00 "
248,550,unsp,Used,False,96772,9,Silver,5.5,Gasoline,PA,Mid,unsp,unsp,unsp,8," $20,950.00 "
252,550,unsp,Used,False,62720,9,Gray,5.5,Gasoline,IL,ENC,unsp,unsp,unsp,21," $23,999.00 "
254,550,unsp,Used,False,65875,8,Gray,5.5,Gasoline,WI,ENC,Harman Kardon,Alloy,19,37," $30,995.00 "
257,550,unsp,Used,False,48248,9,Black,5.5,Gasoline,ID,Mtn,unsp,unsp,unsp,26," $28,288.00 "
259,550,unsp,Used,True,65966,8,White,5.5,Gasoline,NJ,Mid,Premium,Alloy,unsp,63," $29,997.00 "
261,550,unsp,Used,False,80040,9,Beige,5.5,Gasoline,TX,WSC,unsp,unsp,unsp,6," $25,950.00 "
262,550,unsp,Used,False,74912,9,White,5.5,Gasoline,IL,ENC,Harman Kardon,Alloy,unsp,68," $25,985.00 "
263,550,unsp,Used,False,95293,9,White,5.5,Gasoline,NC,SoA,Harman Kardon,unsp,unsp,104," $28,980.00 "
264,550,unsp,Used,False,39790,8,Gray,5.5,Gasoline,CA,Pac,Premium,Alloy,unsp,44," $32,900.00 "
267,550,unsp,Used,False,82461,8,Black,5.5,Gasoline,MI,ENC,unsp,Alloy,unsp,80," $24,432.00 "
269,550,unsp,Used,True,42459,8,Silver,5.5,Gasoline,NJ,Mid,unsp,Alloy,unsp,49," $32,500.00 "
270,550,unsp,Used,False,95454,8,Silver,5.5,Gasoline,OH,ENC,Harman Kardon,Alloy,unsp,61," $23,139.00 "
271,550,unsp,Used,False,101971,7,Black,5.5,Gasoline,NJ,Mid,unsp,Alloy,unsp,30," $24,975.00 "
272,550,unsp,Used,False,59042,8,White,5.5,Gasoline,NJ,Mid,Premium,Alloy,unsp,68," $34,995.00 "
273,550,unsp,Used,False,108000,8,Black,5.5,Gasoline,TN,ESC,unsp,Alloy,19,40," $25,980.00 "
274,550,unsp,Used,False,78798,8,Black,5.5,Gasoline,MA,New,unsp,unsp,unsp,6," $29,900.00 "
278,550,unsp,Used,False,64459,7,White,5.5,Gasoline,CT,New,Harman Kardon,unsp,unsp,46," $37,877.00 "
279,550,unsp,Used,False,83009,9,Black,5.5,Gasoline,SC,SoA,unsp,unsp,unsp,6," $27,789.00 "
280,550,unsp,Used,False,80020,8,Gray,5.5,Gasoline,TN,ESC,Premium,Alloy,unsp,53," $26,850.00 "
281,550,unsp,Used,False,78341,8,Black,5.5,Gasoline,IL,ENC,Premium,Alloy,unsp,72," $31,991.00 "
282,350,unsp,CPO,False,21929,4,Black,3,Diesel,MA,New,unsp,unsp,unsp,82," $55,994.00 "
284,350,unsp,CPO,False,17770,4,Silver,3,Diesel,IL,ENC,Premium,Alloy,unsp,72," $60,900.00 "
285,350,unsp,Used,False,29108,4,Black,3,Diesel,VA,SoA,unsp,unsp,unsp,5," $54,995.00 "
288,350,unsp,CPO,False,35004,3,White,3,Diesel,NH,New,Harman Kardon,unsp,unsp,83," $59,988.00 "
289,350,unsp,Used,True,66689,4,Black,3,Diesel,NJ,Mid,Harman Kardon,Alloy,unsp,79," $37,995.00 "
290,350,unsp,CPO,False,19567,4,Black,3,Diesel,LA,WSC,Premium,Alloy,unsp,76," $59,977.00 "
291,550,unsp,CPO,True,11626,6,White,5.5,Gasoline,MD,SoA,unsp,unsp,unsp,43," $49,750.00 "
292,550,unsp,Used,False,36031,5,Black,5.5,Gasoline,GA,SoA,Premium,Premium,unsp,52," $46,994.00 "
297,550,unsp,Used,True,35309,5,Black,5.5,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,70," $49,900.00 "
298,550,unsp,CPO,True,12974,5,Black,5.5,Gasoline,NY,Mid,unsp,Alloy,unsp,79," $52,991.00 "
299,550,unsp,Used,False,58101,6,Silver,5.5,Gasoline,VA,SoA,unsp,unsp,unsp,38," $37,995.00 "
300,550,unsp,Used,False,61053,5,Silver,5.5,Gasoline,MD,SoA,unsp,unsp,unsp,29," $43,295.00 "
301,550,unsp,CPO,False,33893,5,Silver,5.5,Gasoline,NJ,Mid,Harman Kardon,Alloy,unsp,80," $54,948.00 "
302,550,unsp,Used,False,27128,6,Black,5.5,Gasoline,AL,ESC,unsp,unsp,unsp,42," $47,900.00 "
305,550,unsp,Used,False,57363,6,unsp,5.5,Gasoline,NJ,Mid,Harman Kardon,Alloy,unsp,75," $34,890.00 "
308,550,unsp,Used,True,39315,5,Gray,5.5,Gasoline,FL,SoA,unsp,Alloy,unsp,30," $42,999.00 "
309,550,unsp,Used,True,42571,5,Silver,5.5,Gasoline,FL,SoA,Premium,Alloy,18,74," $37,999.00 "
310,550,unsp,Used,False,30948,5,White,5.5,Gasoline,OH,ENC,unsp,unsp,unsp,0," $51,659.00 "
312,550,unsp,Used,False,38920,5,Gray,5.5,Gasoline,AL,ESC,Premium,unsp,unsp,36," $51,995.00 "
314,550,unsp,Used,True,61005,5,White,5.5,Gasoline,NJ,Mid,Harman Kardon,unsp,unsp,50," $36,000.00 "
315,550,unsp,Used,True,8556,5,Silver,5.5,Gasoline,TX,WSC,Harman Kardon,Alloy,18,61," $47,995.00 "
316,550,unsp,Used,False,65174,6,Black,5.5,Gasoline,UT,Mtn,unsp,Alloy,unsp,79," $36,990.00 "
317,550,unsp,CPO,False,39919,6,Black,5.5,Gasoline,NJ,Mid,Premium,Alloy,unsp,75," $49,593.00 "
318,550,unsp,Used,False,47413,6,Silver,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,9," $35,490.00 "
319,550,unsp,Used,False,49725,5,Silver,5.5,Gasoline,MD,SoA,unsp,Alloy,unsp,60," $40,935.00 "
320,550,unsp,Used,False,75134,6,White,5.5,Gasoline,TX,WSC,unsp,Alloy,unsp,65," $29,995.00 "
321,550,unsp,Used,False,29150,5,Silver,5.5,Gasoline,MS,ESC,unsp,Alloy,unsp,66," $53,800.00 "
322,550,unsp,Used,True,30490,5,White,5.5,Gasoline,NY,Mid,unsp,Alloy,unsp,22," $42,995.00 "
326,550,unsp,Used,False,21845,4,Black,4.6,Gasoline,MN,WNC,Premium,Alloy,unsp,51," $72,990.00 "
327,550,unsp,Used,True,29301,3,Gray,4.6,Gasoline,NJ,Mid,Harman Kardon,Alloy,unsp,73," $50,995.00 "
328,550,unsp,Used,True,49079,4,Black,4.6,Gasoline,FL,SoA,Premium,Alloy,18,71," $41,999.00 "
329,550,unsp,Used,False,35667,4,Black,4.6,Gasoline,IL,ENC,Premium,Alloy,unsp,74," $57,900.00 "
332,550,unsp,Used,True,31921,4,unsp,4.6,Gasoline,MN,WNC,Premium,Alloy,unsp,96," $63,908.00 "
333,550,unsp,CPO,True,26430,4,Blue,4.6,Gasoline,OH,ENC,unsp,unsp,19,58," $67,900.00 "
334,550,unsp,CPO,True,14712,3,Black,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,81," $62,714.00 "
335,550,unsp,CPO,True,13727,3,Silver,4.6,Gasoline,OH,ENC,unsp,unsp,unsp,92," $69,500.00 "
337,550,unsp,Used,True,21804,4,Silver,4.6,Gasoline,MD,SoA,unsp,unsp,unsp,10," $63,574.00 "
340,550,unsp,CPO,False,9855,4,Silver,4.6,Gasoline,PA,Mid,Premium,Alloy,unsp,72," $66,991.00 "
341,550,unsp,CPO,False,32245,3,Silver,4.6,Gasoline,MD,SoA,Premium,Alloy,unsp,71," $58,950.00 "
342,550,unsp,CPO,False,29697,3,Black,4.6,Gasoline,PA,Mid,Premium,Alloy,unsp,71," $64,500.00 "
344,550,unsp,Used,False,26137,4,Silver,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,83," $48,995.00 "
345,550,unsp,CPO,False,12738,4,Silver,4.6,Gasoline,RI,New,unsp,Alloy,unsp,20," $64,995.00 "
346,550,unsp,Used,True,28966,4,White,4.6,Gasoline,CT,New,unsp,Alloy,unsp,42," $67,995.00 "
347,550,unsp,CPO,True,29624,4,Black,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,1," $62,895.00 "
348,550,unsp,CPO,False,20837,3,Black,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,20," $77,985.00 "
349,550,unsp,Used,False,48460,4,Black,4.6,Gasoline,NC,SoA,Bang Olufsen,Alloy,unsp,44," $49,900.00 "
350,550,unsp,CPO,False,26724,4,Black,4.6,Gasoline,MA,New,unsp,unsp,unsp,11," $60,998.00 "
354,550,unsp,CPO,False,21877,3,Black,4.6,Gasoline,MA,New,unsp,unsp,unsp,3," $61,998.00 "
356,550,unsp,Used,False,27464,4,Silver,4.6,Gasoline,IL,ENC,Premium,Alloy,unsp,71," $56,900.00 "
357,550,unsp,CPO,False,16734,4,Silver,4.6,Gasoline,IL,ENC,Premium,Alloy,unsp,72," $65,900.00 "
358,550,unsp,Used,False,47916,3,Blue,4.6,Gasoline,NY,Mid,unsp,Alloy,unsp,22," $46,995.00 "
359,550,unsp,CPO,True,12566,3,Silver,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,79," $67,991.00 "
